colour	x	y	group	key	PANEL
#F8766D	-0.134878054343112	0.00182078149081537	1	-0.134878054343112 0.603840510926845	1
#F8766D	-0.134878054343112	0.0048350855009373	1	-0.134878054343112 0.603840510926845	1
#F8766D	-0.134878054343112	0.0170582398162367	1	-0.134878054343112 0.603840510926845	1
#F8766D	-0.134878054343112	0.0575821103602193	1	-0.134878054343112 0.603840510926845	1
#F8766D	-0.134878054343112	0.110619103871565	1	-0.134878054343112 0.603840510926845	1
#F8766D	-0.134878054343112	0.194771720571979	1	-0.134878054343112 0.603840510926845	1
#F8766D	-0.134878054343112	0.203539247301254	1	-0.134878054343112 0.603840510926845	1
#F8766D	-0.134878054343112	0.255167369750434	1	-0.134878054343112 0.603840510926845	1
#F8766D	-0.134878054343112	0.260066698159604	1	-0.134878054343112 0.603840510926845	1
#F8766D	-0.134878054343112	0.274938959170466	1	-0.134878054343112 0.603840510926845	1
#F8766D	-0.134878054343112	0.279838287579635	1	-0.134878054343112 0.603840510926845	1
#F8766D	-0.134878054343112	0.293350927264531	1	-0.134878054343112 0.603840510926845	1
#F8766D	-0.134878054343112	0.303483833758529	1	-0.134878054343112 0.603840510926845	1
#F8766D	-0.134878054343112	0.308578240376817	1	-0.134878054343112 0.603840510926845	1
#F8766D	-0.134878054343112	0.359510150234178	1	-0.134878054343112 0.603840510926845	1
#F8766D	-0.134878054343112	0.413978054654318	1	-0.134878054343112 0.603840510926845	1
#F8766D	-0.134878054343112	0.446489564526853	1	-0.134878054343112 0.603840510926845	1
#F8766D	-0.134878054343112	0.454740329513298	1	-0.134878054343112 0.603840510926845	1
#F8766D	-0.134878054343112	0.472932419056681	1	-0.134878054343112 0.603840510926845	1
#F8766D	-0.134878054343112	0.51165498158788	1	-0.134878054343112 0.603840510926845	1
#F8766D	-0.134878054343112	0.514237022796783	1	-0.134878054343112 0.603840510926845	1
#F8766D	-0.134878054343112	0.528762758804079	1	-0.134878054343112 0.603840510926845	1
#F8766D	-0.134878054343112	0.564021459375308	1	-0.134878054343112 0.603840510926845	1
#F8766D	-0.134878054343112	0.571288559251127	1	-0.134878054343112 0.603840510926845	1
#F8766D	-0.134878054343112	0.619490049678504	1	-0.134878054343112 0.603840510926845	1
#F8766D	-0.134878054343112	0.659408303895846	1	-0.134878054343112 0.603840510926845	1
#F8766D	-0.134878054343112	0.664904879867924	1	-0.134878054343112 0.603840510926845	1
#F8766D	-0.134878054343112	0.698500199105897	1	-0.134878054343112 0.603840510926845	1
#F8766D	-0.134878054343112	0.698500199105897	1	-0.134878054343112 0.603840510926845	1
#F8766D	-0.134878054343112	0.699991410107558	1	-0.134878054343112 0.603840510926845	1
#F8766D	-0.134878054343112	0.709565508803739	1	-0.134878054343112 0.603840510926845	1
#F8766D	-0.134878054343112	0.755775875198371	1	-0.134878054343112 0.603840510926845	1
#F8766D	-0.134878054343112	0.761905907996294	1	-0.134878054343112 0.603840510926845	1
#F8766D	-0.134878054343112	0.802429778540277	1	-0.134878054343112 0.603840510926845	1
#F8766D	-0.134878054343112	1.08217524453593	1	-0.134878054343112 0.603840510926845	1
#F8766D	-0.134878054343112	1.62788036321043	1	-0.134878054343112 0.603840510926845	1
#F8766D	-0.134878054343112	1.83155373236828	1	-0.134878054343112 0.603840510926845	1
#F8766D	-0.134878054343112	1.83155373236828	1	-0.134878054343112 0.603840510926845	1
#F8766D	-0.134878054343112	1.83155373236828	1	-0.134878054343112 0.603840510926845	1
#F8766D	-0.134878054343112	1.83155373236828	1	-0.134878054343112 0.603840510926845	1
#F8766D	-0.127416250653516	0.00123966048163365	1	-0.134878054343112 0.603840510926845	1
#F8766D	-0.127416250653516	0.00349029700115291	1	-0.134878054343112 0.603840510926845	1
#F8766D	-0.127416250653516	0.0141192000475688	1	-0.134878054343112 0.603840510926845	1
#F8766D	-0.127416250653516	0.0516945461129397	1	-0.134878054343112 0.603840510926845	1
#F8766D	-0.127416250653516	0.101350346885974	1	-0.134878054343112 0.603840510926845	1
#F8766D	-0.127416250653516	0.1812294423259	1	-0.134878054343112 0.603840510926845	1
#F8766D	-0.127416250653516	0.188655274516367	1	-0.134878054343112 0.603840510926845	1
#F8766D	-0.127416250653516	0.23694815987832	1	-0.134878054343112 0.603840510926845	1
#F8766D	-0.127416250653516	0.2408585858774	1	-0.134878054343112 0.603840510926845	1
#F8766D	-0.127416250653516	0.253966563427799	1	-0.134878054343112 0.603840510926845	1
#F8766D	-0.127416250653516	0.25787698942688	1	-0.134878054343112 0.603840510926845	1
#F8766D	-0.127416250653516	0.269710529597679	1	-0.134878054343112 0.603840510926845	1
#F8766D	-0.127416250653516	0.278396869380794	1	-0.134878054343112 0.603840510926845	1
#F8766D	-0.127416250653516	0.282481780364698	1	-0.134878054343112 0.603840510926845	1
#F8766D	-0.127416250653516	0.330101394228487	1	-0.134878054343112 0.603840510926845	1
#F8766D	-0.127416250653516	0.3811420519583	1	-0.134878054343112 0.603840510926845	1
#F8766D	-0.127416250653516	0.411018372405293	1	-0.134878054343112 0.603840510926845	1
#F8766D	-0.127416250653516	0.417969249107537	1	-0.134878054343112 0.603840510926845	1
#F8766D	-0.127416250653516	0.434204150038137	1	-0.134878054343112 0.603840510926845	1
#F8766D	-0.127416250653516	0.470045716262207	1	-0.134878054343112 0.603840510926845	1
#F8766D	-0.127416250653516	0.47192511094065	1	-0.134878054343112 0.603840510926845	1
