group	x	y	key
2	-0.134878054343112	0.0427885426906412	compare -0.134878054343112 0.0414782486606148
2	-0.134878054343112	0.0476878710998108	model -0.134878054343112 -0.134014679265808
2	-0.134878054343112	0.0612005107847068	model -0.134878054343112 -0.134014679265808
2	-0.134869333382735	0.0476866503250863	model -0.134878054343112 -0.134014679265808
2	-0.134869333382735	0.0611972625694909	model -0.134878054343112 -0.134014679265808
2	-0.134860612422358	0.0476854297024721	model -0.134878054343112 -0.134014679265808
2	-0.134860612422358	0.0611940146584955	model -0.134878054343112 -0.134014679265808
2	-0.134851891461982	0.0476842092319682	model -0.134878054343112 -0.134014679265808
2	-0.134851891461982	0.0611907670517208	model -0.134878054343112 -0.134014679265808
2	-0.134843170501605	0.0476829889135746	model -0.134878054343112 -0.134014679265808
2	-0.134843170501605	0.0611875197491666	model -0.134878054343112 -0.134014679265808
2	-0.134834449541228	0.0476817687472913	model -0.134878054343112 -0.134014679265808
2	-0.134834449541228	0.0611842727508331	model -0.134878054343112 -0.134014679265808
2	-0.134825728580851	0.0476805487331183	model -0.134878054343112 -0.134014679265808
2	-0.134825728580851	0.0611810260567201	model -0.134878054343112 -0.134014679265808
2	-0.134817007620474	0.0476793288710556	model -0.134878054343112 -0.134014679265808
2	-0.134817007620474	0.0611777796668277	model -0.134878054343112 -0.134014679265808
2	-0.134808286660098	0.0476781091611032	model -0.134878054343112 -0.134014679265808
2	-0.134808286660098	0.061174533581156	model -0.134878054343112 -0.134014679265808
2	-0.134799565699721	0.0476768896032611	model -0.134878054343112 -0.134014679265808
2	-0.134799565699721	0.0611712877997048	model -0.134878054343112 -0.134014679265808
2	-0.134790844739344	0.0476756701975293	model -0.134878054343112 -0.134014679265808
2	-0.134790844739344	0.0611680423224743	model -0.134878054343112 -0.134014679265808
2	-0.134782123778967	0.0476744509439078	model -0.134878054343112 -0.134014679265808
2	-0.134782123778967	0.0611647971494643	model -0.134878054343112 -0.134014679265808
2	-0.13477340281859	0.0476732318423966	model -0.134878054343112 -0.134014679265808
2	-0.13477340281859	0.061161552280675	model -0.134878054343112 -0.134014679265808
2	-0.134764681858214	0.0476720128929957	model -0.134878054343112 -0.134014679265808
2	-0.134764681858214	0.0611583077161062	model -0.134878054343112 -0.134014679265808
2	-0.134755960897837	0.0476707940957051	model -0.134878054343112 -0.134014679265808
2	-0.134755960897837	0.061155063455758	model -0.134878054343112 -0.134014679265808
2	-0.13474723993746	0.0476695754505248	model -0.134878054343112 -0.134014679265808
2	-0.13474723993746	0.0611518194996305	model -0.134878054343112 -0.134014679265808
2	-0.134738518977083	0.0476683569574548	model -0.134878054343112 -0.134014679265808
2	-0.134738518977083	0.0611485758477235	model -0.134878054343112 -0.134014679265808
2	-0.134729798016706	0.0476671386164952	model -0.134878054343112 -0.134014679265808
2	-0.134729798016706	0.0611453325000371	model -0.134878054343112 -0.134014679265808
2	-0.134721077056329	0.0476659204276457	model -0.134878054343112 -0.134014679265808
2	-0.134721077056329	0.0611420894565714	model -0.134878054343112 -0.134014679265808
2	-0.134712356095953	0.0476647023909067	model -0.134878054343112 -0.134014679265808
2	-0.134712356095953	0.0611388467173262	model -0.134878054343112 -0.134014679265808
2	-0.134703635135576	0.0476634845062779	model -0.134878054343112 -0.134014679265808
2	-0.134703635135576	0.0611356042823017	model -0.134878054343112 -0.134014679265808
2	-0.134694914175199	0.0476622667737594	model -0.134878054343112 -0.134014679265808
2	-0.134694914175199	0.0611323621514977	model -0.134878054343112 -0.134014679265808
2	-0.134686193214822	0.0476610491933512	model -0.134878054343112 -0.134014679265808
2	-0.134686193214822	0.0611291203249143	model -0.134878054343112 -0.134014679265808
2	-0.134677472254445	0.0476598317650533	model -0.134878054343112 -0.134014679265808
2	-0.134677472254445	0.0611258788025516	model -0.134878054343112 -0.134014679265808
2	-0.134668751294069	0.0476586144888657	model -0.134878054343112 -0.134014679265808
2	-0.134668751294069	0.0611226375844094	model -0.134878054343112 -0.134014679265808
2	-0.134660030333692	0.0476573973647884	model -0.134878054343112 -0.134014679265808
2	-0.134660030333692	0.0611193966704878	model -0.134878054343112 -0.134014679265808
2	-0.134651309373315	0.0476561803928214	model -0.134878054343112 -0.134014679265808
2	-0.134651309373315	0.0611161560607869	model -0.134878054343112 -0.134014679265808
2	-0.134642588412938	0.0476549635729647	model -0.134878054343112 -0.134014679265808
2	-0.134642588412938	0.0611129157553065	model -0.134878054343112 -0.134014679265808
2	-0.134633867452561	0.0476537469052183	model -0.134878054343112 -0.134014679265808
2	-0.134633867452561	0.0611096757540468	model -0.134878054343112 -0.134014679265808
2	-0.134625146492185	0.0476525303895822	model -0.134878054343112 -0.134014679265808
