x	y	key	PANEL	group
-0.134878054343112	7.48116627591455e-05	1	4	-1
-0.134878054343112	0.00261864260040835	1	4	-1
-0.134878054343112	0.00303891652765379	1	4	-1
-0.134878054343112	0.00671817201607457	1	4	-1
-0.134878054343112	0.0154856987453499	1	4	-1
-0.134878054343112	0.0233469070922164	1	4	-1
-0.134878054343112	0.028246235501386	1	4	-1
-0.134878054343112	0.0427885426906412	1	4	-1
-0.134878054343112	0.0476878710998108	1	4	-1
-0.134878054343112	0.0541052633930384	1	4	-1
-0.134878054343112	0.0566077789261002	1	4	-1
-0.134878054343112	0.061702185544388	1	4	-1
-0.134878054343112	0.0685129792296965	1	4	-1
-0.134878054343112	0.0752216257171682	1	4	-1
-0.134878054343112	0.0758454349928576	1	4	-1
-0.134878054343112	0.0798487129405365	1	4	-1
-0.134878054343112	0.0801277335810183	1	4	-1
-0.134878054343112	0.0820999602754857	1	4	-1
-0.134878054343112	0.0846820014843886	1	4	-1
-0.134878054343112	0.0928414977604859	1	4	-1
-0.134878054343112	0.09443826748337	1	4	-1
-0.134878054343112	0.0982907665830654	1	4	-1
-0.134878054343112	0.103480607484911	1	4	-1
-0.134878054343112	0.105944401976618	1	4	-1
-0.134878054343112	0.111440977948696	1	4	-1
-0.134878054343112	0.11283514923333	1	4	-1
-0.134878054343112	0.11283514923333	1	4	-1
-0.134878054343112	0.114326360234991	1	4	-1
-0.134878054343112	0.123900458931172	1	4	-1
-0.134878054343112	0.152396751757489	1	4	-1
-0.134878054343112	0.156233326974983	1	4	-1
-0.134878054343112	0.159966579957927	1	4	-1
-0.134878054343112	0.176030940390664	1	4	-1
-0.134878054343112	0.198040821307391	1	4	-1
-0.134878054343112	0.20252061295096	1	4	-1
-0.134878054343112	0.244699372928279	1	4	-1
-0.134878054343112	0.288059877261453	1	4	-1
-0.134869333382735	0.0427885426906412	1	4	-1
-0.134869333382735	0.0476866503250863	1	4	-1
-0.134860612422358	0.0427885426906412	1	4	-1
-0.134860612422358	0.0476854297024721	1	4	-1
-0.134851891461982	0.0427885426906412	1	4	-1
-0.134851891461982	0.0476842092319682	1	4	-1
-0.134843170501605	0.0427885426906412	1	4	-1
-0.134843170501605	0.0476829889135746	1	4	-1
-0.134834449541228	0.0427885426906412	1	4	-1
-0.134834449541228	0.0476817687472913	1	4	-1
-0.134825728580851	0.0427885426906412	1	4	-1
-0.134825728580851	0.0476805487331183	1	4	-1
-0.134817007620474	0.0427885426906412	1	4	-1
-0.134817007620474	0.0476793288710556	1	4	-1
-0.134808286660098	0.0427885426906412	1	4	-1
-0.134808286660098	0.0476781091611032	1	4	-1
-0.134799565699721	0.0427885426906412	1	4	-1
-0.134799565699721	0.0476768896032611	1	4	-1
-0.134790844739344	0.0427885426906412	1	4	-1
-0.134790844739344	0.0476756701975293	1	4	-1
-0.134782123778967	0.0427885426906412	1	4	-1
-0.134782123778967	0.0476744509439078	1	4	-1
-0.13477340281859	0.0427885426906412	1	4	-1
-0.13477340281859	0.0476732318423966	1	4	-1
-0.13477313033702	0.0541052633930384	1	4	-1
-0.134764681858214	0.0427885426906412	1	4	-1
-0.134764681858214	0.0476720128929957	1	4	-1
-0.134755960897837	0.0427885426906412	1	4	-1
-0.134755960897837	0.0476707940957051	1	4	-1
-0.13474723993746	0.0427885426906412	1	4	-1
-0.13474723993746	0.0476695754505248	1	4	-1
